master_metadata_album_artist_name,artist_genre,macro_genre
A$AP Ferg,rap,Urban
Big Apple,rkt,unknown
James,madchester,unknown
White Town,unknown,unknown
Gábor Vermes Group,jazz funk,Otros
Manny Oquendo Y Libre,latin jazz,Regional
Skytters,big room,unknown
Caetano Veloso,mpb,unknown
RICCI,brazilian bass,unknown
Maxxim,organic house,Electronica
Todo El Verano,latin indie,Pop/Rock
OTP,uk drill,Urban
Jon Bon Jovi,unknown,unknown
The Panas,cumbia,Regional
Chris Janson,country,Otros
The Big Times Rush,unknown,unknown
hateful,unknown,unknown
Michael Bolton,soft rock,Pop/Rock
Vince Staples,unknown,unknown
Golden Oldies,,unknown
The Corrs,celtic rock,Pop/Rock
HEDEGAARD,g-house,Electronica
Eli & Fur,melodic house,Electronica
Central Cee,uk drill,Urban
Redtenbacher's Funkestra,jazz funk,Otros
La Unión,rock en español,Pop/Rock
home grown,lo-fi beats,unknown
Harrison,deep house,Electronica
Chris Jedi,trap latino,Urban
Kid Cudi,unknown,unknown
Gordon Lightfoot,folk rock,Pop/Rock
Jay Wheeler,reggaeton,Urban
Gary Numan,new wave,Pop/Rock
Madcon,norwegian hip hop,Urban
Tego Calderón,reggaeton,Urban
Axel,unknown,unknown
Mr. Belt & Wezol,future house,Electronica
Cacho Castaña,tango,Regional
Lykke Li,unknown,unknown
IZA,brazilian pop,Pop/Rock
Stars On 45,disco,unknown
Matt Maltese,unknown,unknown
Fukkk Offf,electro house,Electronica
Fernando Claure,pentecostal,unknown
Trent Reznor and Atticus Ross,soundtrack,unknown
ichikoro,math rock,Pop/Rock
4 Elementos,latin hip hop,Urban
LaChanze,unknown,unknown
Buckethead,unknown,unknown
Los Tetas,latin rock,Pop/Rock
Max Richter,neoclassical,Otros
Ed Maverick,mexican indie,Pop/Rock
Dr. Dog,unknown,unknown
Besomage,unknown,unknown
AURORA,norwegian pop,Pop/Rock
Mala Tuya,cumbia,Regional
Midnight Dance Party,stutter house,Electronica
Bebe DJ,unknown,unknown
Brougham,rap rock,Pop/Rock
CRUISR,unknown,unknown
Dead Kennedys,punk,Pop/Rock
Dolo Fibonacci,unknown,unknown
N. L. T.,unknown,unknown
Tokio Hotel,unknown,unknown
Victoria Bernardi,unknown,unknown
Piola Vago,cumbia,Regional
UFO,hard rock,Pop/Rock
Jafunk,funky house,Electronica
Scary Goldings,jazz funk,Otros
Lund,emo rap,Pop/Rock
É O Tchan,axé,Regional
"Kallde ""El Rey Del Placer""",unknown,unknown
MELON,deep house,Electronica
Taron Egerton,unknown,unknown
Davie504,unknown,unknown
Alkilados,colombian pop,Pop/Rock
MOTHICA,unknown,unknown
The Replacements,power pop,Pop/Rock
Mc Livinho,funk,Otros
Rose Tattoo,hard rock,Pop/Rock
Idina Menzel,musicals,unknown
connor,jazz beats,Otros
Blind Melon,grunge,Pop/Rock
Vazquez Sounds,unknown,unknown
lil ricefield,meme rap,Urban
Pijama Party,cumbia,Regional
Neon Indian,chillwave,unknown
Roar,unknown,unknown
Fuego,trap latino,Urban
Ni'jah,unknown,unknown
NxWorries,unknown,unknown
VER:WEST,melodic house,Electronica
AFROJACK,edm,Electronica
The All-American Rejects,pop punk,Pop/Rock
Dylan Delato,,unknown
Super Mario 64,unknown,unknown
Echosmith,unknown,unknown
Agrupación Marilyn,cumbia,Regional
luv pug,lo-fi,unknown
Sonata Arctica,power metal,unknown
Nicky Romero,big room,unknown
Dolly Parton,country,Otros
Wale,unknown,unknown
Klezmerson,unknown,unknown
Satélite 23,argentine rock,Pop/Rock
Gente De Zona,latin,Regional
Ted Nugent,classic rock,Pop/Rock
Stone Temple Pilots,grunge,Pop/Rock
McLovin,slap house,Electronica
Hour Glass,southern rock,Pop/Rock
Ella Henderson,unknown,unknown
Sol Pereyra,latin alternative,Pop/Rock
The Stanford Mendicants,unknown,unknown
DJ Jeeh FDC,funk,Otros
Ima Robot,unknown,unknown
Jack Ü,unknown,unknown
NORTH26,slap house,Electronica
Ivy Queen,reggaeton,Urban
Phil Harris,unknown,unknown
VI-EM,cumbia,Regional
Spooki,disco house,Electronica
Jaze,unknown,unknown
Audioslave,grunge,Pop/Rock
Konai,brazilian hip hop,Urban
Rejjie Snow,jazz rap,Urban
FPR,unknown,unknown
Musica Sacra,gregorian chant,unknown
Samba Brazilian Batucada Band,unknown,unknown
Juto,unknown,unknown
Chris Brown,r&b,Urban
The O'Neill Brothers Group,unknown,unknown
Don Miguelo,dembow,unknown
UPWARD,slap house,Electronica
Landis,future house,Electronica
iio,trance,Electronica
Melody Gardot,vocal jazz,Otros
Majid Jordan,unknown,unknown
Tim McGraw,country,Otros
La Callejera,folklore argentino,Otros
Hilda Lizarazu,argentine rock,Pop/Rock
Madson Project.,bedroom pop,Pop/Rock
errepe,unknown,unknown
Mc Poze do Rodo,brazilian trap,Urban
RÜFÜS DU SOL,unknown,unknown
Bob & Earl,northern soul,Otros
Jackie Mittoo,rocksteady,Pop/Rock
Forever Tango,tango,Regional
The Latin Brothers,salsa,unknown
Lazy Wanderlust,unknown,unknown
Paris Carney,unknown,unknown
Kaash Paige,unknown,unknown
FloFilz,jazz rap,Urban
Chassol,unknown,unknown
FallingFriend,slap house,Electronica
Luka C Markovic,banda,Regional
Anne-Marie,unknown,unknown
Don Cornelio Y La Zona,argentine rock,Pop/Rock
La Piedra Urbana,cumbia,Regional
Lena Raine,unknown,unknown
StaySolidRocky,unknown,unknown
Eddie Cochran,rockabilly,Pop/Rock
El Dipy,cumbia,Regional
Austin Mahone,unknown,unknown
Franz Liszt,classical piano,Otros
Showtek,hardstyle,unknown
Generation Love,unknown,unknown
Vicky Ramos,cumbia,Regional
Player,unknown,unknown
Sunlike Brothers,slap house,Electronica
Paula Maffia,unknown,unknown
Louisa Johnson,unknown,unknown
Harry James,big band,unknown
The Movie Pops,unknown,unknown
Speaker Knockerz,unknown,unknown
Omarion,r&b,Urban
Walking Across Jupiter,djent,unknown
Gustavo Cordera,argentine rock,Pop/Rock
Ole Børud,album rock,Pop/Rock
Domo Genesis,unknown,unknown
Bruno Martini,brazilian pop,Pop/Rock
SF9,k-pop,Pop/Rock
The Platters,doo-wop,unknown
Cult To Follow,unknown,unknown
Lele Pons,unknown,unknown
Tez Cadey,tropical house,Electronica
Dj Peligro,unknown,unknown
Gary Burton,jazz,Otros
Switchfoot,christian rock,Pop/Rock
The Sylvers,disco,unknown
Session Victim,jazz house,Electronica
MGV Ybbs 1850,unknown,unknown
wunderkind,unknown,unknown
Our Lady Peace,post-grunge,Pop/Rock
Matias Juarez,latin r&b,Urban
"Tito ""El Bambino""",reggaeton,Urban
Tehsinapsis,unknown,unknown
Ninja Sex Party,comedy,unknown
Dream Chaser,unknown,unknown
Korobá,unknown,unknown
Los Palmeras,cumbia,Regional
Groove Armada,big beat,unknown
Joan Sebastian,banda,Regional
Princess Nokia,unknown,unknown
Arrow,math rock,Pop/Rock
Roberta Flack,adult standards,unknown
Tommy Mcgee,unknown,unknown
Claude King,traditional country,Otros
Charlie Parker,bebop,unknown
Joss Stone,neo soul,Otros
MOMO Soundz,unknown,unknown
Carly Pearce,country,Otros
Rochy RD,dembow,unknown
Ariel Posen,modern blues,Otros
The Hollies,unknown,unknown
Kapanga,argentine rock,Pop/Rock
Ed Sheeran & Justin Bieber,,unknown
Jefferson Airplane,psychedelic rock,Pop/Rock
Tribal Tech,jazz fusion,Otros
Raffaella Carrà,unknown,unknown
Nabález,colombian pop,Pop/Rock
El Potro Alvarez,merengue,unknown
Regard,unknown,unknown
Hiatus Kaiyote,neo soul,Otros
Will Sparks,melbourne bounce,unknown
Meshuggah,djent,unknown
Pema,argentine trap,Urban
Alle Farben,unknown,unknown
Macy Gray,unknown,unknown
Naomi Scott,unknown,unknown
Ant Saunders,unknown,unknown
Antonio Garcia Isaac,bolero,unknown
Kajax,unknown,unknown
Juan Ingaramo,unknown,unknown
Felix Jaehn,tropical house,Electronica
Inner Wave,unknown,unknown
Megan Davies,acoustic pop,Pop/Rock
RJD2,trip hop,unknown
LP,unknown,unknown
Rory Gallagher,blues rock,Pop/Rock
Wolty,argentine trap,Urban
Chancho En Piedra,latin rock,Pop/Rock
La Oreja de Van Gogh,latin pop,Pop/Rock
James Hersey,tropical house,Electronica
Luther Vandross,quiet storm,unknown
Jeeiph,unknown,unknown
Marc E. Bassy,unknown,unknown
Lower,unknown,unknown
Rav,unknown,unknown
Sonya Belousova,soundtrack,unknown
Tech N9ne,horrorcore,unknown
Miles Davis Quintet,jazz,Otros
Odd Future,unknown,unknown
Fetty Wap,unknown,unknown
Esbabyface,argentine trap,Urban
Matisse,unknown,unknown
Cosmo Pyke,bedroom pop,Pop/Rock
Ra Ra Riot,baroque pop,Pop/Rock
Matthew Wilder,unknown,unknown
Hoobastank,nu metal,unknown
Jax Jones,unknown,unknown
Mc Rf,funk carioca,Otros
Maxi y La Champions Liga,cumbia,Regional
Panda,unknown,unknown
Lora,unknown,unknown
Jovanotti,italian singer-songwriter,unknown
Tina Charles,disco,unknown
Melbourne Ska Orchestra,ska,unknown
Swatkins,retro soul,Otros
Breathe Carolina,unknown,unknown
Polo & Pan,french indie pop,Pop/Rock
John Coltrane Quartet,jazz,Otros
Scott Henderson,jazz fusion,Otros
White Ribbon Day,unknown,unknown
Avix,emo rap,Pop/Rock
killedmyself,emo rap,Pop/Rock
John Fogerty,country rock,Pop/Rock
Kaydy Cain,neoperreo,unknown
Zion,reggaeton,Urban
FMK,argentine trap,Urban
Liz Phair,unknown,unknown
Los Rebos,lullaby,unknown
Offset,unknown,unknown
TEMPOREX,bedroom pop,Pop/Rock
Bil Cutie,unknown,unknown
Geolier,canzone napoletana,unknown
DeBarge,quiet storm,unknown
דודו אהרון,mizrahi,unknown
Barenaked Ladies,unknown,unknown
White Shinobi,dark ambient,Electronica
Michael Scott Fan Club,unknown,unknown
FLSHBNG,unknown,unknown
Joe Sunrise,lo-fi,unknown
A Rocket To The Moon,pop punk,Pop/Rock
TwoRule,turkish pop,Pop/Rock
French Horn Rebellion,nu disco,unknown
M-Beat,jungle,unknown
Kelly Clarkson,christmas,unknown
Chicano Batman,latin indie,Pop/Rock
veZk,unknown,unknown
Rodolfo Aicardi,tropical music,unknown
Matt Duncan,retro soul,Otros
Jason Becker,neoclassical,Otros
Niko The Kid,tech house,Electronica
Mariana Baggio,lullaby,unknown
Earl Sweatshirt,experimental hip hop,Urban
Ben Platt,musicals,unknown
Mc Maha,anime rap,Urban
Gavriel,unknown,unknown
Poison,glam metal,unknown
Foreigner,album rock,Pop/Rock
Olivia Holt,unknown,unknown
Cheryl Allie,unknown,unknown
Vico C,latin hip hop,Urban
Aterciopelados,rock en español,Pop/Rock
Current Joys,unknown,unknown
Giampaolo Pasquile,unknown,unknown
Cheryl Lynn,disco,unknown
Yu E,unknown,unknown
Lisa Stansfield,unknown,unknown
The Fratellis,unknown,unknown
Los Amantes De Lola,rock en español,Pop/Rock
Mu'gambi,lo-fi,unknown
Astor Piazzolla,tango,Regional
Kura,big room,unknown
Logan Boden,unknown,unknown
The Click Five,unknown,unknown
Maso,unknown,unknown
Part Of The Art,disco,unknown
Salastkbron,rkt,unknown
Sencit,unknown,unknown
Ryn Weaver,unknown,unknown
Bill Lee,musicals,unknown
Ritt Momney,bedroom pop,Pop/Rock
Ava Max,unknown,unknown
Keith Richards,unknown,unknown
Ignacio Corsini,tango,Regional
halberd,lo-fi,unknown
KROY,unknown,unknown
Billy Crystal,unknown,unknown
Tim Berg,unknown,unknown
Womack & Womack,unknown,unknown
Hotel Ugly,unknown,unknown
R-Cue,electro house,Electronica
Charlie Parker And His Orchestra,bebop,unknown
CG5,nerdcore,unknown
"Joe ""Bean"" Esposito",unknown,unknown
Mc Delux,phonk,unknown
Matthew Sweet,power pop,Pop/Rock
Roberto Roena Y Su Apollo Sound,salsa,unknown
Kunning Fox,unknown,unknown
Harry Gregson-Williams,soundtrack,unknown
OMA,unknown,unknown
Dayme y El High,reggaeton,Urban
Brooks,future house,Electronica
Ziggy Alberts,folk pop,Pop/Rock
The Half Brothers,unknown,unknown
Chaqueño Palavecino,folklore argentino,Otros
Teau,jazz beats,Otros
Los Diablitos,vallenato,unknown
Los del Fuego,cumbia,Regional
Tuxedo,nu disco,unknown
Bea Miller,unknown,unknown
Onehunna,lounge,unknown
Young Thug,rap,Urban
Kings of Leon,modern rock,Pop/Rock
Miway,cumbia,Regional
The 31st Of February,acid rock,Pop/Rock
FINNEAS,unknown,unknown
Elijah Who,lo-fi,unknown
The Mello-Kings,doo-wop,unknown
Xzibit,west coast hip hop,Urban
Xantos,reggaeton,Urban
Clarence Winchester,unknown,unknown
Wilmer Norman,unknown,unknown
Miniature Tigers,unknown,unknown
Route 94,house,Electronica
Los Del Rio,unknown,unknown
Chase Atlantic,unknown,unknown
Ritmos Latinos,unknown,unknown
Pier,argentine rock,Pop/Rock
The Blues Brothers,blues,Otros
LaBelle,disco,unknown
Gladys Knight & The Pips,motown,unknown
ILLENIUM,melodic bass,unknown
Bobby Cole,unknown,unknown
Organ Freeman,jazz fusion,Otros
Pedro Aznar,argentine rock,Pop/Rock
Olivia O'Brien,unknown,unknown
Loquillo,unknown,unknown
Kino,post-punk,Pop/Rock
Tony Bennett,vocal jazz,Otros
Joseph Kosma,unknown,unknown
Lucky Luke,slap house,Electronica
Fabio Fusco,psytrance,Electronica
Black Pool,bedroom pop,Pop/Rock
Lakeside,post-disco,unknown
Sheppard,unknown,unknown
Worakls,minimal techno,Electronica
Comethazine,unknown,unknown
Navy Gravy,,unknown
The Pogues,celtic rock,Pop/Rock
Ciara,unknown,unknown
Concepto Religioso,unknown,unknown
Tom Zanetti,house,Electronica
Andrea Bocelli,opera,Otros
Sheed,unknown,unknown
Charmian Carr,musicals,unknown
Dr. House,acid techno,Electronica
Yannc,reggaeton,Urban
Tegan and Sara,unknown,unknown
I Built the Sky,djent,unknown
Bigworm,unknown,unknown
Angelo Branduardi,italian singer-songwriter,unknown
Joan Rafart,unknown,unknown
Parquet Courts,post-punk,Pop/Rock
The Church,jangle pop,Pop/Rock
Nataly Dawn,unknown,unknown
El Parcerito,argentine trap,Urban
Paul Young,unknown,unknown
Massive Attack,trip hop,unknown
Rain Radio,unknown,unknown
Jessica Lá Rel,unknown,unknown
W.A.S.P.,glam metal,unknown
Applebloom,unknown,unknown
Vitalic,electroclash,Electronica
DJ In Da House,unknown,unknown
Meryl Streep,musicals,unknown
Winston Surfshirt,unknown,unknown
Quavo,unknown,unknown
The J. Geils Band,classic rock,Pop/Rock
Facu Iñigo,latin indie,Pop/Rock
Alan Jackson,country,Otros
Deftones,nu metal,unknown
Richard Cheese,comedy,unknown
Los Ángeles Azules,cumbia,Regional
PaulWetz,unknown,unknown
Dj Kass,unknown,unknown
Dave Brubeck,jazz,Otros
Midland,country,Otros
Café Tacvba,rock en español,Pop/Rock
Koomz,afroswing,unknown
Mateo Ribak,rkt,unknown
Camilo,colombian pop,Pop/Rock
DJ GUDOG,brazilian phonk,unknown
Party in Backyard,unknown,unknown
Lorde,unknown,unknown
Slomow,unknown,unknown
Dr. John,unknown,unknown
Kenny Wayne Shepherd,blues rock,Pop/Rock
Gondwana,spanish-language reggae,unknown
Ike Quebec,hard bop,unknown
La Mono,argentine rock,Pop/Rock
Milky Chance,unknown,unknown
Young Dolph,memphis rap,Urban
Mano Negra,latin alternative,Pop/Rock
R.K.M & Ken-Y,reggaeton,Urban
GROUPLOVE,indie,Pop/Rock
Fabio Concato,italian singer-songwriter,unknown
Jon Z,trap latino,Urban
Christopher Wilde,unknown,unknown
The Ventures,surf rock,Pop/Rock
Jason Wade,unknown,unknown
Yung Lean,cloud rap,Urban
Fer,,unknown
Michael Angelo Batio,neoclassical,Otros
Pedrina,latin indie,Pop/Rock
La Sonora Altepexana,cumbia,Regional
Love Ghost,unknown,unknown
Jürgen Saalmann,unknown,unknown
Miami Horror,nu disco,unknown
Coqeéin Montana,argentine trap,Urban
347aidan,unknown,unknown
Kazy Lambist,french indie pop,Pop/Rock
M,synthpop,Pop/Rock
Flume,future bass,unknown
Bruno Cabrera Dj,rkt,unknown
Esteman,latin indie,Pop/Rock
S Club,unknown,unknown
I'll Catch Fire,unknown,unknown
The Penguins,doo-wop,unknown
The Rah Band,unknown,unknown
Jay Eskar,future house,Electronica
Ilkay Sencan,slap house,Electronica
Richard Armitage,unknown,unknown
Otto Knows,unknown,unknown
Paramore,pop punk,Pop/Rock
Third Eye Blind,unknown,unknown
Tobtok,deep house,Electronica
Cementerio Club,rock en español,Pop/Rock
LLusion,unknown,unknown
Manuel Turizo,reggaeton,Urban
Green Bull,unknown,unknown
MC MM,funk,Otros
DENNIS,funk,Otros
Edvard Grieg,classical,Otros
Geezmo,lo-fi,unknown
The Main Squeeze,retro soul,Otros
KSI,unknown,unknown
Ajay Adam,amapiano,unknown
Cauby Peixoto,seresta,unknown
dude26,lo-fi beats,unknown
Keys N Krates,edm trap,Urban
Casey Abrams,unknown,unknown
Catherine Zeta-Jones,musicals,unknown
Los Jaivas,latin rock,Pop/Rock
AVAION,deep house,Electronica
Chet Faker,unknown,unknown
Jon Sarta,unknown,unknown
Grupo Arenas,unknown,unknown
David Maxim Micic,djent,unknown
Nstens1117,unknown,unknown
Buddy Rich,big band,unknown
ABRO,slap house,Electronica
Yusuf Alev,unknown,unknown
Pussy Riot,hyperpop,Pop/Rock
The Budos Band,afrobeat,Urban
Gucci Mane,southern hip hop,Urban
Black Star,east coast hip hop,Urban
The RH Factor,neo soul,Otros
Bobby Day,doo-wop,unknown
Television's Greatest Hits Band,unknown,unknown
Common,hip hop,Urban
Paulo,unknown,unknown
RM,k-pop,Pop/Rock
T-Squad,unknown,unknown
Pelo Delazone,unknown,unknown
Roberto Carlos,mpb,unknown
Giacomo Turra,jazz funk,Otros
Wolfgang Amadeus Mozart,classical,Otros
K.P. & Envyi,miami bass,unknown
1927,unknown,unknown
Barney,children's music,unknown
Diarrhea Planet,indie punk,Pop/Rock
The Kingsmen,proto-punk,Pop/Rock
Shmuel Achiezer,unknown,unknown
Nigga,reggaeton,Urban
Bo Burnham,comedy,unknown
C.C.P.P.,jazz funk,Otros
Twiztid,horrorcore,unknown
Sarcastic Sounds,lo-fi,unknown
Original Broadway Cast - The Little Mermaid,unknown,unknown
Té de Brujas,argentine rock,Pop/Rock
Ramz,afroswing,unknown
Waxamilion,math rock,Pop/Rock
Babyface,quiet storm,unknown
Joe Stone,future house,Electronica
The Beloved,madchester,unknown
Spiderbait,unknown,unknown
DripReport,unknown,unknown
Honso,slap house,Electronica
2Pac,gangster rap,Urban
Quadeca,unknown,unknown
ilyTOMMY,unknown,unknown
Joaquín Sabina,trova,unknown
Diplo,moombahton,unknown
Pat Metheny Group,jazz fusion,Otros
Tacabro,unknown,unknown
Cedric Gervais,edm,Electronica
Suarez,unknown,unknown
Karaoke Hits Band,unknown,unknown
Flamingosis,vaporwave,unknown
Nick Lowe,power pop,Pop/Rock
J.PERIOD,unknown,unknown
The Waterboys,celtic rock,Pop/Rock
TLC,unknown,unknown
Brooklyn Funk Essentials,acid jazz,Electronica
Grupo Merenguisimo,merengue,unknown
Jessie Hock,unknown,unknown
The Versions,unknown,unknown
Alonso y Bernardo,unknown,unknown
Godsmack,nu metal,unknown
Tommy Emmanuel,unknown,unknown
Howard Shore,soundtrack,unknown
Mora,urbano latino,Regional
KOREL,unknown,unknown
Moonlight,hypertechno,Electronica
Andrew Bird,chamber pop,Pop/Rock
Miguel Cantilo,argentine rock,Pop/Rock
"Jimmy ""Bo"" Horne",disco,unknown
Jordan Rakei,neo soul,Otros
Richard Morrison,opera,Otros
Militantes del Climax,jazz funk,Otros
Cornucopia,organic house,Electronica
Harry Baker,unknown,unknown
August Wilhelmsson,unknown,unknown
Louis Cole,unknown,unknown
Tracy Chapman,unknown,unknown
Bobby Goldsboro,unknown,unknown
AC/DC Tribute Band,unknown,unknown
Vanilla Ice,unknown,unknown
CRO,german hip hop,Urban
Injury Reserve,experimental hip hop,Urban
Alice In Chains,grunge,Pop/Rock
NAPO,unknown,unknown
Justin Hurwitz,unknown,unknown
OMC,unknown,unknown
Antwaun Stanley,unknown,unknown
DJ Roman,rkt,unknown
Knaya,unknown,unknown
Black Lab,unknown,unknown
Pentakill,power metal,unknown
alt-J,indie,Pop/Rock
Grace Jones,art pop,Pop/Rock
Ramdiel & Kelmo,unknown,unknown
Ghost,metal,unknown
Musica para Dormir Dream House,unknown,unknown
La Liga,cumbia,Regional
Dio,heavy metal,unknown
Mano al Cielo,cumbia,Regional
"César ""Banana"" Pueyrredón",unknown,unknown
Brett Young,country,Otros
Oz Noy,jazz fusion,Otros
TV Tunesters,unknown,unknown
Ms. Lauryn Hill,neo soul,Otros
Gino Paoli,italian singer-songwriter,unknown
La Sonora Dinamita,cumbia,Regional
Chinook,tropical house,Electronica
Matisyahu,reggae,unknown
Pereza,unknown,unknown
Nico Szabo,organic house,Electronica
SOPHIE,hyperpop,Pop/Rock
Sampha,unknown,unknown
DMNDS,slap house,Electronica
Lighthouse Family,unknown,unknown
DubVision,progressive house,Electronica
Vicetone,edm,Electronica
Martin Jensen,unknown,unknown
Harry Shotta,drum and bass,unknown
The Teskey Brothers,retro soul,Otros
James Taylor Quartet,acid jazz,Electronica
Cut Copy,alternative dance,Pop/Rock
Nujabes,jazz rap,Urban
Los Náufragos,unknown,unknown
Brøder,,unknown
Blur A Buddha Original Opinion,unknown,unknown
Camilo Sesto,bolero,unknown
Baauer,edm trap,Urban
Dream Theater,progressive metal,unknown
Asher Roth,unknown,unknown
Maldito Peke,cumbia,Regional
Sinéad O'Connor,unknown,unknown
Los Pollitos,lullaby,unknown
Theophilus London,unknown,unknown
John Petrucci,progressive metal,unknown
Twenty One Two,unknown,unknown
Tinashe,alternative r&b,Pop/Rock
1depth,unknown,unknown
Pháo,v-pop,Pop/Rock
Oscar Collin,unknown,unknown
Courtney John,lovers rock,Pop/Rock
The Videos,doo-wop,unknown
Michael Calfan,unknown,unknown
Alice Cooper,glam rock,Pop/Rock
Tortured Soul,acid jazz,Electronica
Don Cheto,unknown,unknown
Mikel Erentxun,rock en español,Pop/Rock
Take That,unknown,unknown
The Alchemist,alternative hip hop,Pop/Rock
Vanthra,argentine rock,Pop/Rock
AIRLIBERATE,unknown,unknown
Las Ketchup,unknown,unknown
YES YES,unknown,unknown
夏小桃,unknown,unknown
will.i.am,unknown,unknown
Johnny Mercer,big band,unknown
Dorian Electra,hyperpop,Pop/Rock
Sari Cucien,lullaby,unknown
Cecilia Krull,unknown,unknown
Ruel,unknown,unknown
BABY GRAVY,meme rap,Urban
Carnage,unknown,unknown
Kate Bush,art pop,Pop/Rock
Hank Jones,jazz,Otros
2 Chainz,southern hip hop,Urban
Lore y Roque Me Gusta,unknown,unknown
Travis Thompson,unknown,unknown
Solence,unknown,unknown
Albert King,blues,Otros
Ber,unknown,unknown
Scott Rill,slap house,Electronica
CantoParaBailar,cumbia,Regional
Punctual,unknown,unknown
Hernan y La Champion's Liga,cumbia,Regional
The Outatime Orchestra,unknown,unknown
Lucybell,latin rock,Pop/Rock
Thievery Corporation,trip hop,unknown
Ben Gerrans,unknown,unknown
"Medeski, Martin & Wood",jazz funk,Otros
akiaura,phonk,unknown
VAPAE,unknown,unknown
Kevin Abstract,unknown,unknown
Surf Curse,indie,Pop/Rock
dvsn,alternative r&b,Pop/Rock
Nebezao,unknown,unknown
Right Said Fred,unknown,unknown
Jess Glynne,unknown,unknown
Yerba Brava,cumbia,Regional
Cósmico,cloud rap,Urban
Christina Perri,soft pop,Pop/Rock
Ok2222,lo-fi beats,unknown
lovelytheband,unknown,unknown
Mambo Kingz,reggaeton,Urban
Curtis Harding,retro soul,Otros
Toots & The Maytals,reggae,unknown
All Time Low,pop punk,Pop/Rock
Lionel Hampton,swing music,unknown
Miguel Alcaide,unknown,unknown
Ultimate Tribute Stars,unknown,unknown
Primal Scream,madchester,unknown
Joan Osborne,unknown,unknown
Roy Ayers Ubiquity,jazz funk,Otros
Noah Davis,unknown,unknown
El Plan De La Mariposa,argentine rock,Pop/Rock
Snow,unknown,unknown
Arbolito,folklore argentino,Otros
Pat Benatar,album rock,Pop/Rock
Marshmello,edm,Electronica
Coleman Hawkins,jazz,Otros
My Life in Black and White,celtic rock,Pop/Rock
Chaka Khan,unknown,unknown
Eloy,reggaeton,Urban
Canned Heat,blues rock,Pop/Rock
Los Tigres Del Norte,norteño,unknown
El Joan,rkt,unknown
Sera Panico,argentine rock,Pop/Rock
Elliott Smith,singer-songwriter,unknown
itssvd,unknown,unknown
Mott The Hoople,glam rock,Pop/Rock
Michael Telophone,unknown,unknown
Jack Wall,soundtrack,unknown
Massacre,argentine rock,Pop/Rock
Nego do Borel,funk,Otros
Vacations,unknown,unknown
twuan,lo-fi beats,unknown
Crystal Rock,slap house,Electronica
Beatriz Luengo,unknown,unknown
Vague003,unknown,unknown
Patrice Rushen,post-disco,unknown
Fatboy Slim,big beat,unknown
The Fall,post-punk,Pop/Rock
Niccolò Paganini,classical,Otros
Adam Ben Joshua,unknown,unknown
Vansire,bedroom pop,Pop/Rock
Elise Trouw,unknown,unknown
Wasback,progressive house,Electronica
Gustavo Bravetty,unknown,unknown
Playa G,memphis rap,Urban
Belle and Sebastian,chamber pop,Pop/Rock
Villanos,argentine rock,Pop/Rock
Christopher Cross,soft rock,Pop/Rock
Pikeno & Menor,funk,Otros
Qumu,unknown,unknown
Richard Bona,unknown,unknown
Steel Pulse,reggae,unknown
Mitch Ryder and The Detroit Wheels,northern soul,Otros
Emanero,cuarteto,unknown
Extreme Music,gothic country,Otros
BluntOne,lo-fi,unknown
TV Girl,unknown,unknown
18 Kilates,cumbia,Regional
MC Kevin o Chris,funk,Otros
